topic_id,topic_name,subfield_name,field_name,domain_name
https://openalex.org/T11683,Quantum and Classical Electrodynamics,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
https://openalex.org/T11486,Micro and Nano Robotics,Condensed Matter Physics,Physics and Astronomy,Physical Sciences
https://openalex.org/T13713,Diverse Perspectives in Modern Studies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11167,Hair Growth and Disorders,Urology,Medicine,Health Sciences
https://openalex.org/T11492,Academic integrity and plagiarism,Safety Research,Social Sciences,Social Sciences
https://openalex.org/T11142,Advanced Glycation End Products research,Clinical Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11690,Advanced battery technologies research,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10629,Health Policy Implementation Science,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T12128,AI in Service Interactions,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T11150,Endoplasmic Reticulum Stress and Disease,Cell Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T13727,Linguistic and Sociocultural Studies,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/T12593,Communication in Education and Healthcare,Social Psychology,Psychology,Social Sciences
https://openalex.org/T11828,Corneal Surgery and Treatments,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
https://openalex.org/T10777,Politics and Society in Latin America,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T14041,Central European Literary Studies,Anthropology,Social Sciences,Social Sciences
https://openalex.org/T11991,Soft tissue tumor case studies,Rheumatology,Medicine,Health Sciences
https://openalex.org/T13278,Economic and Business Development Strategies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11273,Advanced Graph Neural Networks,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T13369,European and Russian Geopolitical Military Strategies,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T10864,Fluid Dynamics and Mixing,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T13277,"Media, Religion, Digital Communication",Philosophy,Arts and Humanities,Social Sciences
https://openalex.org/T12298,Phytochemicals and Medicinal Plants,Complementary and alternative medicine,Medicine,Health Sciences
https://openalex.org/T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,Aerospace Engineering,Engineering,Physical Sciences
https://openalex.org/T11268,Light effects on plants,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12969,Economic and Social Development,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10567,Vehicle Routing Optimization Methods,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
https://openalex.org/T12919,Blood disorders and treatments,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T14396,Healthcare Regulation,Health Information Management,Health Professions,Health Sciences
https://openalex.org/T11094,Face Recognition and Perception,Cognitive Neuroscience,Neuroscience,Life Sciences
https://openalex.org/T14037,Arabic Language Education Studies,Education,Social Sciences,Social Sciences
https://openalex.org/T14510,Medical Imaging and Analysis,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T12873,"Nutrition, Health and Food Behavior",Nutrition and Dietetics,Nursing,Health Sciences
https://openalex.org/T11355,Inflammatory Biomarkers in Disease Prognosis,Oncology,Medicine,Health Sciences
https://openalex.org/T12823,Adolescent and Pediatric Healthcare,Speech and Hearing,Health Professions,Health Sciences
https://openalex.org/T11240,Luminescence and Fluorescent Materials,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T11837,Iron and Steelmaking Processes,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T14391,"Forest, Soil, and Plant Ecology in China",Education,Social Sciences,Social Sciences
https://openalex.org/T12556,Educational Methods and Analysis,Education,Social Sciences,Social Sciences
https://openalex.org/T12538,Eosinophilic Esophagitis,Surgery,Medicine,Health Sciences
https://openalex.org/T11496,Credit Risk and Financial Regulations,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11758,Organic and Molecular Conductors Research,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
https://openalex.org/T10573,Power Quality and Harmonics,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T13155,Digital Communication and Language,Human-Computer Interaction,Computer Science,Physical Sciences
https://openalex.org/T12240,Nanomaterials for catalytic reactions,Organic Chemistry,Chemistry,Physical Sciences
https://openalex.org/T10454,Optimal Power Flow Distribution,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10803,Innovative Human-Technology Interaction,Human-Computer Interaction,Computer Science,Physical Sciences
https://openalex.org/T12947,"Health, psychology, and well-being",General Health Professions,Health Professions,Health Sciences
https://openalex.org/T12494,Alcoholism and Thiamine Deficiency,Neurology,Medicine,Health Sciences
https://openalex.org/T14070,Knowledge Societies in the 21st Century,Demography,Social Sciences,Social Sciences
https://openalex.org/T11885,MRI in cancer diagnosis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
https://openalex.org/T11426,Genetically Modified Organisms Research,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T13667,French Literature and Criticism,Literature and Literary Theory,Arts and Humanities,Social Sciences
https://openalex.org/T11939,Public-Private Partnership Projects,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/T10798,Crystallography and molecular interactions,Physical and Theoretical Chemistry,Chemistry,Physical Sciences
https://openalex.org/T12052,Polish socio-economic development,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T12895,Environmental law and policy,Law,Social Sciences,Social Sciences
https://openalex.org/T11300,Global Educational Policies and Reforms,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11393,Biosensors and Analytical Detection,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T14497,Social Issues and Policies in Latin America,Law,Social Sciences,Social Sciences
https://openalex.org/T11572,Information Technology Governance and Strategy,Management Information Systems,"Business, Management and Accounting",Social Sciences
https://openalex.org/T12154,Pelvic and Acetabular Injuries,Surgery,Medicine,Health Sciences
https://openalex.org/T11411,Tea Polyphenols and Effects,Pathology and Forensic Medicine,Medicine,Health Sciences
https://openalex.org/T11616,Autoimmune and Inflammatory Disorders Research,Hematology,Medicine,Health Sciences
https://openalex.org/T12276,Risk Management in Financial Firms,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/T14233,Diverse Topics in Contemporary Research,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/T13721,Political Science Research and Education,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11557,Lubricants and Their Additives,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T12205,Time Series Analysis and Forecasting,Signal Processing,Computer Science,Physical Sciences
https://openalex.org/T11574,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T11553,Acne and Rosacea Treatments and Effects,Dermatology,Medicine,Health Sciences
https://openalex.org/T13599,Architecture and Cultural Influences,Archeology,Arts and Humanities,Social Sciences
https://openalex.org/T11860,"HIV, Drug Use, Sexual Risk",Epidemiology,Medicine,Health Sciences
https://openalex.org/T13217,Pigment Synthesis and Properties,Inorganic Chemistry,Chemistry,Physical Sciences
https://openalex.org/T11352,Masonry and Concrete Structural Analysis,Civil and Structural Engineering,Engineering,Physical Sciences
https://openalex.org/T11571,Sarcoidosis and Beryllium Toxicity Research,Physiology,Medicine,Health Sciences
https://openalex.org/T12221,Cybersecurity and Cyber Warfare Studies,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11596,Constraint Satisfaction and Optimization,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/T10865,Shape Memory Alloy Transformations,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T11002,Indoor Air Quality and Microbial Exposure,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
https://openalex.org/T13228,Socioeconomic Development in Asia,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T14458,Education and Work Dynamics,Demography,Social Sciences,Social Sciences
https://openalex.org/T14408,Coastal Management and Development,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
https://openalex.org/T12215,Phytochemical Studies and Bioactivities,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11204,Ion Channels and Receptors,Sensory Systems,Neuroscience,Life Sciences
https://openalex.org/T13601,Urban Transport Systems Analysis,Civil and Structural Engineering,Engineering,Physical Sciences
https://openalex.org/T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",Critical Care and Intensive Care Medicine,Medicine,Health Sciences
https://openalex.org/T11760,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T13213,Mechanical Failure Analysis and Simulation,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T11701,Space Satellite Systems and Control,Aerospace Engineering,Engineering,Physical Sciences
https://openalex.org/T12666,Historical Psychiatry and Medical Practices,Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T10920,Advanced Drug Delivery Systems,Pharmaceutical Science,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
https://openalex.org/T10891,Radar Systems and Signal Processing,Aerospace Engineering,Engineering,Physical Sciences
https://openalex.org/T12530,Bioactive Natural Diterpenoids Research,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11844,Lipid metabolism and biosynthesis,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11602,Magnetic Bearings and Levitation Dynamics,Control and Systems Engineering,Engineering,Physical Sciences
https://openalex.org/T13083,Advanced Text Analysis Techniques,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T12902,Public Policy and Governance,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T13752,Mechanics and Biomechanics Studies,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T11476,Graph theory and applications,Geometry and Topology,Mathematics,Physical Sciences
https://openalex.org/T12690,Cross-Border Cooperation and Integration,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T14192,"Literature, Film, and Journalism Analysis",Literature and Literary Theory,Arts and Humanities,Social Sciences
https://openalex.org/T13516,Publishing and Scholarly Communication,History and Philosophy of Science,Arts and Humanities,Social Sciences
https://openalex.org/T11847,Recycled Aggregate Concrete Performance,Building and Construction,Engineering,Physical Sciences
https://openalex.org/T12096,Ectopic Pregnancy Diagnosis and Management,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T11478,Caching and Content Delivery,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/T12461,Narrative Theory and Analysis,Literature and Literary Theory,Arts and Humanities,Social Sciences
https://openalex.org/T12182,Evolution and Science Education,History and Philosophy of Science,Arts and Humanities,Social Sciences
https://openalex.org/T13869,Ocular and Laser Science Research,Ophthalmology,Medicine,Health Sciences
https://openalex.org/T11863,"Gender, Security, and Conflict",Gender Studies,Social Sciences,Social Sciences
https://openalex.org/T11724,Inflammatory Myopathies and Dermatomyositis,Epidemiology,Medicine,Health Sciences
https://openalex.org/T12463,Amoebic Infections and Treatments,Infectious Diseases,Medicine,Health Sciences
https://openalex.org/T14452,Mexican Socioeconomic and Environmental Dynamics,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
https://openalex.org/T11055,Cardiac and Coronary Surgery Techniques,Surgery,Medicine,Health Sciences
https://openalex.org/T11827,Polyomavirus and related diseases,Oncology,Medicine,Health Sciences
https://openalex.org/T12984,Transport and Logistics Innovations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
https://openalex.org/T14181,Academic Freedom and Politics,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T12196,Community Health and Development,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T12766,Interdisciplinary Research and Collaboration,Information Systems and Management,Decision Sciences,Social Sciences
https://openalex.org/T12785,Hong Kong and Taiwan Politics,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T13498,Economic Development and Digital Transformation,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T10970,Team Dynamics and Performance,Social Psychology,Psychology,Social Sciences
https://openalex.org/T11705,Gambling Behavior and Treatments,Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T12294,Agricultural Science and Fertilization,Soil Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11735,Peripheral Neuropathies and Disorders,Neurology,Medicine,Health Sciences
https://openalex.org/T11087,Solidification and crystal growth phenomena,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T13925,Offshore Engineering and Technologies,Ocean Engineering,Engineering,Physical Sciences
https://openalex.org/T11933,Mining and Resource Management,Building and Construction,Engineering,Physical Sciences
https://openalex.org/T11812,Nasal Surgery and Airway Studies,Surgery,Medicine,Health Sciences
https://openalex.org/T11102,HVDC Systems and Fault Protection,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T13253,Chemical Reactions and Mechanisms,Physical and Theoretical Chemistry,Chemistry,Physical Sciences
https://openalex.org/T10693,Blood transfusion and management,Biochemistry,Medicine,Health Sciences
https://openalex.org/T10719,3D Shape Modeling and Analysis,Computational Mechanics,Engineering,Physical Sciences
https://openalex.org/T11231,Microbial Fuel Cells and Bioremediation,Environmental Engineering,Environmental Science,Physical Sciences
https://openalex.org/T12400,Neurogenetic and Muscular Disorders Research,Genetics,Medicine,Health Sciences
https://openalex.org/T13084,Education during COVID-19 pandemic,Education,Social Sciences,Social Sciences
https://openalex.org/T10667,Emotion and Mood Recognition,Experimental and Cognitive Psychology,Psychology,Social Sciences
https://openalex.org/T11861,Thermal Regulation in Medicine,Critical Care and Intensive Care Medicine,Medicine,Health Sciences
https://openalex.org/T11419,Supramolecular Self-Assembly in Materials,Biomaterials,Materials Science,Physical Sciences
https://openalex.org/T11025,Nonlinear Optical Materials Research,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
https://openalex.org/T14498,Educational Technology in Learning,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T12458,Organometallic Compounds Synthesis and Characterization,Organic Chemistry,Chemistry,Physical Sciences
https://openalex.org/T10470,Usability and User Interface Design,Human-Computer Interaction,Computer Science,Physical Sciences
https://openalex.org/T13321,"Radio, Podcasts, and Digital Media",Communication,Social Sciences,Social Sciences
https://openalex.org/T11046,Geotechnical Engineering and Analysis,"Safety, Risk, Reliability and Quality",Engineering,Physical Sciences
https://openalex.org/T11332,"Genomics, phytochemicals, and oxidative stress",Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T14275,Historical Medical Research and Treatments,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
https://openalex.org/T12448,Paranormal Experiences and Beliefs,Social Psychology,Psychology,Social Sciences
https://openalex.org/T10504,Sensorless Control of Electric Motors,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T11900,Fungal Plant Pathogen Control,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12261,Statistical Mechanics and Entropy,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T13966,Neurological and metabolic disorders,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
https://openalex.org/T11298,Synthesis and Properties of Aromatic Compounds,Organic Chemistry,Chemistry,Physical Sciences
https://openalex.org/T13173,Gender Studies in Language,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/T10741,Video Coding and Compression Technologies,Signal Processing,Computer Science,Physical Sciences
https://openalex.org/T11819,Data-Driven Disease Surveillance,Epidemiology,Medicine,Health Sciences
https://openalex.org/T11980,Human Mobility and Location-Based Analysis,Transportation,Social Sciences,Social Sciences
https://openalex.org/T12516,Advanced Mathematical Theories and Applications,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
https://openalex.org/T12163,Aerosol Filtration and Electrostatic Precipitation,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T12936,"Conflict, Peace, and Violence in Colombia",Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T13689,Underground infrastructure and sustainability,Building and Construction,Engineering,Physical Sciences
https://openalex.org/T10859,Polymer Surface Interaction Studies,"Surfaces, Coatings and Films",Materials Science,Physical Sciences
https://openalex.org/T11604,Ship Hydrodynamics and Maneuverability,Ocean Engineering,Engineering,Physical Sciences
https://openalex.org/T10070,Political Conflict and Governance,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10918,Memory Processes and Influences,Cognitive Neuroscience,Neuroscience,Life Sciences
https://openalex.org/T12544,Working Capital and Financial Performance,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/T14071,Healthcare during COVID-19 Pandemic,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T12296,Autopsy Techniques and Outcomes,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
https://openalex.org/T13069,Cocoa and Sweet Potato Agronomy,Horticulture,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12391,Artificial Immune Systems Applications,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T12610,RNA regulation and disease,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T13078,Political and Social Dynamics in Chile and Latin America,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10775,Generative Adversarial Networks and Image Synthesis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/T12735,Blood donation and transfusion practices,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences
https://openalex.org/T12260,Educational Technology and Pedagogy,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T13059,"Religion, Ecology, and Ethics",Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T11654,Advanced Mathematical Physics Problems,Mathematical Physics,Mathematics,Physical Sciences
https://openalex.org/T12252,Mechanical stress and fatigue analysis,Mechanics of Materials,Engineering,Physical Sciences
https://openalex.org/T13206,Neonatal skin health care,Speech and Hearing,Health Professions,Health Sciences
https://openalex.org/T14158,Optical Systems and Laser Technology,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T11124,Protein purification and stability,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T14160,Water management and technologies,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T14310,Botany and Geology in Latin America and Caribbean,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12950,Educational Environments and Student Outcomes,Education,Social Sciences,Social Sciences
https://openalex.org/T12472,Plant responses to water stress,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11263,Electromagnetic Simulation and Numerical Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10737,Health Literacy and Information Accessibility,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T10789,Interactive and Immersive Displays,Human-Computer Interaction,Computer Science,Physical Sciences
https://openalex.org/T14343,Hispanic-African Historical Relations,Religious studies,Arts and Humanities,Social Sciences
https://openalex.org/T11023,Prosthetics and Rehabilitation Robotics,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T11040,Personality Traits and Psychology,Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T11969,Fluoride Effects and Removal,Water Science and Technology,Environmental Science,Physical Sciences
https://openalex.org/T12089,Intestinal and Peritoneal Adhesions,Surgery,Medicine,Health Sciences
https://openalex.org/T11444,Electromagnetic Compatibility and Noise Suppression,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10851,Optical Wireless Communication Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T12046,MXene and MAX Phase Materials,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T11781,Wastewater Treatment and Reuse,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences
https://openalex.org/T11731,Global Health and Surgery,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T10800,Forensic Toxicology and Drug Analysis,Toxicology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
https://openalex.org/T13490,Aquatic Ecosystems and Biodiversity,Ecology,Environmental Science,Physical Sciences
https://openalex.org/T12913,Multidisciplinary Research Papers Compilation,General Social Sciences,Social Sciences,Social Sciences
https://openalex.org/T11856,Thermography and Photoacoustic Techniques,Mechanics of Materials,Engineering,Physical Sciences
https://openalex.org/T11918,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/T11200,Electrodeposition and Electroless Coatings,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T11455,Microbial Inactivation Methods,Biotechnology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T12366,"Philosophy, Ethics, and Existentialism",Philosophy,Arts and Humanities,Social Sciences
https://openalex.org/T11493,Water Treatment and Disinfection,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
https://openalex.org/T13900,Contemporary and Historical Greek Studies,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T11524,Advanced Aircraft Design and Technologies,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/T11582,Nanopore and Nanochannel Transport Studies,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T11373,Sleep and Work-Related Fatigue,Experimental and Cognitive Psychology,Psychology,Social Sciences
https://openalex.org/T11014,Regional Economics and Spatial Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11238,Simulation-Based Education in Healthcare,Physiology,Medicine,Health Sciences
https://openalex.org/T11545,Advanced Banach Space Theory,Mathematical Physics,Mathematics,Physical Sciences
https://openalex.org/T12083,Karst Systems and Hydrogeology,Earth-Surface Processes,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/T14064,Organizational and Employee Performance,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T11811,Cutaneous lymphoproliferative disorders research,Dermatology,Medicine,Health Sciences
https://openalex.org/T10899,Advanced Operator Algebra Research,Mathematical Physics,Mathematics,Physical Sciences
https://openalex.org/T11618,Cholesterol and Lipid Metabolism,Surgery,Medicine,Health Sciences
https://openalex.org/T11998,Youth Development and Social Support,Safety Research,Social Sciences,Social Sciences
https://openalex.org/T10848,Advanced Multi-Objective Optimization Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/T12162,Cellular Automata and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/T12145,Dental Anxiety and Anesthesia Techniques,Oral Surgery,Dentistry,Health Sciences
https://openalex.org/T11539,Survey Methodology and Nonresponse,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T12703,Oil Palm Production and Sustainability,Ecology,Environmental Science,Physical Sciences
https://openalex.org/T13131,Collaborative Teaching and Inclusion,Education,Social Sciences,Social Sciences
https://openalex.org/T14185,"Research, Science, and Academia",Information Systems and Management,Decision Sciences,Social Sciences
https://openalex.org/T12995,Urban Development and Cultural Heritage,Urban Studies,Social Sciences,Social Sciences
https://openalex.org/T12057,Consumer Attitudes and Food Labeling,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T11678,Healthcare Decision-Making and Restraints,Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T13555,"Healthcare cost, quality, practices",General Health Professions,Health Professions,Health Sciences
https://openalex.org/T13897,Historical Economic and Legal Thought,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T10951,Cryptographic Implementations and Security,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T10845,Advanced Causal Inference Techniques,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/T11019,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/T11031,Game Theory and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/T13016,Innovative Educational Technologies,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T13074,Global Financial Regulation and Crises,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11191,Mathematical functions and polynomials,Applied Mathematics,Mathematics,Physical Sciences
https://openalex.org/T12677,Sports Dynamics and Biomechanics,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T14345,Scientific Research and Philosophical Inquiry,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T11874,Structural Response to Dynamic Loads,Civil and Structural Engineering,Engineering,Physical Sciences
https://openalex.org/T12204,African Education and Politics,Education,Social Sciences,Social Sciences
https://openalex.org/T12732,Agriculture and Farm Safety,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11707,Gaze Tracking and Assistive Technology,Human-Computer Interaction,Computer Science,Physical Sciences
https://openalex.org/T12316,Oil Spill Detection and Mitigation,Pollution,Environmental Science,Physical Sciences
https://openalex.org/T11600,Brain Metastases and Treatment,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
https://openalex.org/T11481,Sulfur Compounds in Biology,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T13929,Educational Outcomes and Influences,Education,Social Sciences,Social Sciences
https://openalex.org/T13540,Animal Diversity and Health Studies,Food Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T13190,Engineering and Environmental Studies,Ocean Engineering,Engineering,Physical Sciences
https://openalex.org/T13240,Bioeconomy and Sustainability Development,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11136,Enzyme-mediated dye degradation,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12566,Nitrogen and Sulfur Effects on Brassica,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T13464,Higher Education and Sustainability,Education,Social Sciences,Social Sciences
https://openalex.org/T13730,"Martial Arts: Techniques, Psychology, and Education",Safety Research,Social Sciences,Social Sciences
https://openalex.org/T11899,"Brucella: diagnosis, epidemiology, treatment",Small Animals,Veterinary,Health Sciences
https://openalex.org/T11593,Carbon dioxide utilization in catalysis,Process Chemistry and Technology,Chemical Engineering,Physical Sciences
https://openalex.org/T11928,Genetic Syndromes and Imprinting,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T12328,Autoimmune and Inflammatory Disorders,Epidemiology,Medicine,Health Sciences
https://openalex.org/T13076,"Torture, Ethics, and Law",Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10149,Anthropological Studies and Insights,Anthropology,Social Sciences,Social Sciences
https://openalex.org/T13768,Oral and gingival health research,Pharmacy,Health Professions,Health Sciences
https://openalex.org/T12402,Travel-related health issues,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T12287,Fibroblast Growth Factor Research,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11655,HIV-related health complications and treatments,Emergency Medicine,Medicine,Health Sciences
https://openalex.org/T12262,Hate Speech and Cyberbullying Detection,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T12238,Green IT and Sustainability,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T13045,Industrial Engineering and Technologies,Mechanical Engineering,Engineering,Physical Sciences
